PARCEL,ABSTRPRD,BOOK,PAGE,RECNUM,SPRICE,DEDUCT,NETPRICE,SYEAR,SMONTH,SDAY,QUALIFIED,VERIFIED,STATUS,DISQLCD,TASP,PROPFLAG,TAXAREA,SCHDIST,CURRLND,CDISLND,IMCURRP,CURRTOT,SalesRatio,USETYPE
R0008512,100.0,,,717706,3600,0,3600,2019,7,12,U,Y,V,17.0,3600.0,Vacant Land,13,RE-1 SCHOOL DIST,24149,24149,378505,402654,111.84833333333333,VACANT LAND
R0023281,100.0,,,717708,83000,0,83000,2019,7,18,Q,Y,V,58.0,161850.0,Vacant Land,60,RE-2 SCHOOL DIST,162193,162193,0,162193,1.0021192462156319,VACANT LAND
R0009456,100.0,,,702186,170000,0,170000,2017,11,2,U,Y,I,64.0,170000.0,Vacant Land,13,RE-1 SCHOOL DIST,14671,14671,0,14671,0.0863,VACANT LAND
R0007310,100.0,,,702643,28000,0,28000,2017,11,17,Q,Y,V,,55160.0,Vacant Land,13,RE-1 SCHOOL DIST,41519,41519,0,41519,0.7527012327773749,VACANT LAND
R0056414,100.0,,,702770,69500,0,69500,2017,11,28,U,Y,V,73.0,69500.0,Vacant Land,62,RE-2 SCHOOL DIST,146199,146199,483536,629735,9.060935251798561,VACANT LAND
R0049512,100.0,,,743757,9461,0,9461,2021,9,30,U,Y,V,989.0,9461.0,Vacant Land,14,RE-1 SCHOOL DIST,21880,21880,0,21880,2.312651939541275,VACANT LAND
R0010291,100.0,,,743780,18000,0,18000,2021,10,14,Q,Y,V,74.0,21600.0,Vacant Land,22,RE-2 SCHOOL DIST,18545,18545,0,18545,0.8585648148148148,VACANT LAND
R0001620,100.0,,,743807,200,0,200,2021,10,8,U,N,V,1.0,200.0,Vacant Land,10,RE-1 SCHOOL DIST,2920,2920,0,2920,14.6,VACANT LAND
R0013833,100.0,,,708542,72500,0,72500,2018,7,11,U,Y,V,64.0,72500.0,Vacant Land,30,RE-2 SCHOOL DIST,54275,54275,0,54275,0.7486206896551724,VACANT LAND
R0013834,100.0,,,708542,72500,0,72500,2018,7,11,U,Y,V,64.0,72500.0,Vacant Land,30,RE-2 SCHOOL DIST,55461,55461,0,55461,0.7649793103448276,VACANT LAND
R0010223,100.0,,,708907,299900,0,299900,2018,7,25,U,Y,I,64.0,299900.0,Vacant Land,22,RE-2 SCHOOL DIST,21231,21231,0,21231,0.07079359786595532,VACANT LAND
R0006201,100.0,,,748282,50000,0,50000,2022,3,3,Q,Y,V,,56500.0,Vacant Land,14,RE-1 SCHOOL DIST,53204,53204,0,53204,0.9416637168141593,VACANT LAND
R0005083,100.0,,,748779,45000,0,45000,2022,3,18,Q,Y,V,,50850.0,Vacant Land,14,RE-1 SCHOOL DIST,53018,53018,0,53018,1.0426352015732547,VACANT LAND
R0005908,100.0,,,727907,28000,0,28000,2020,7,28,Q,Y,V,,44800.0,Vacant Land,14,RE-1 SCHOOL DIST,47709,47709,0,47709,1.0649330357142857,VACANT LAND
R0046238,100.0,,,728152,50000,0,50000,2020,8,7,U,Y,V,17.0,50000.0,Vacant Land,19,RE-2 SCHOOL DIST,68283,68283,0,68283,1.36566,VACANT LAND
R0014923,100.0,,,728182,5000,0,5000,2020,8,7,Q,Y,V,975.0,7900.0,Vacant Land,30,RE-2 SCHOOL DIST,5883,5883,0,5883,0.7446835443037975,VACANT LAND
R0056894,100.0,,,728767,90000,0,90000,2020,8,26,U,Y,I,74.0,90000.0,Vacant Land,60,RE-2 SCHOOL DIST,127177,127177,1075,128252,1.4250222222222222,VACANT LAND
R0006431,100.0,,,728773,11500,0,11500,2020,8,25,Q,Y,V,,18170.0,Vacant Land,12,RE-1 SCHOOL DIST,14006,14006,0,14006,0.7708310401761145,VACANT LAND
R0013949,100.0,,,714655,54900,0,54900,2019,3,29,U,Y,V,73.0,54900.0,Vacant Land,30,RE-2 SCHOOL DIST,50295,50295,684319,734614,13.38094717668488,VACANT LAND
R0024417,100.0,,,749181,47000,0,47000,2022,3,31,Q,Y,V,,50290.0,Vacant Land,80,RE-2 SCHOOL DIST,54906,54906,0,54906,1.0917876317359316,VACANT LAND
R0008914,100.0,,,749481,30000,0,30000,2022,3,18,Q,Y,V,,32700.0,Vacant Land,13,RE-1 SCHOOL DIST,24970,24970,0,24970,0.7636085626911315,VACANT LAND
R0014982,100.0,,,749791,20000,0,20000,2022,4,21,Q,Y,V,975.0,21000.0,Vacant Land,30,RE-2 SCHOOL DIST,18931,18931,0,18931,0.9014761904761904,VACANT LAND
R0010848,100.0,,,749816,105000,0,105000,2022,4,22,Q,Y,V,,113400.0,Vacant Land,29,RE-2 SCHOOL DIST,113568,113568,0,113568,1.0014814814814814,VACANT LAND
R0009338,100.0,,,719017,4900,0,4900,2019,8,29,U,Y,V,989.0,4900.0,Vacant Land,13,RE-1 SCHOOL DIST,16004,16004,0,16004,3.266122448979592,VACANT LAND
R0056720,100.0,,,719297,85700,0,85700,2019,9,12,U,Y,V,17.0,85700.0,Vacant Land,64,RE-2 SCHOOL DIST,240288,240288,1035600,1275888,14.88784130688448,VACANT LAND
R0019008,100.0,,,719646,87000,0,87000,2019,9,25,U,Y,V,73.0,79170.0,Vacant Land,39,RE-2 SCHOOL DIST,138728,138728,358943,497671,6.286105848174814,VACANT LAND
R0006353,100.0,,,720024,5000,0,5000,2019,10,8,U,Y,V,103.0,5000.0,Vacant Land,12,RE-1 SCHOOL DIST,10246,10246,0,10246,2.0492,VACANT LAND
R0004791,100.0,,,720264,22000,0,22000,2019,10,16,U,Y,V,985.0,22000.0,Vacant Land,14,RE-1 SCHOOL DIST,52645,52645,0,52645,2.3929545454545456,VACANT LAND
R0013753,100.0,,,699679,25000,0,25000,2017,8,2,U,Y,V,73.0,25000.0,Vacant Land,30,RE-2 SCHOOL DIST,52793,52793,616296,669089,26.76356,VACANT LAND
R0001801,100.0,,,699790,400,0,400,2017,7,10,U,Y,V,,400.0,Vacant Land,10,RE-1 SCHOOL DIST,3761,3761,0,3761,9.4025,VACANT LAND
R0008380,100.0,,,700015,7499,0,7499,2017,7,31,Q,Y,V,989.0,16647.78,Vacant Land,13,RE-1 SCHOOL DIST,15807,15807,0,15807,0.9494959688318804,VACANT LAND
R0018303,1112.0,,,699013,308300,0,308300,2017,7,5,U,Y,I,103.0,308300.0,Residential,39,RE-2 SCHOOL DIST,128296,128296,379635,507931,1.6475218942588388,RESIDENTIAL
R0015790,1112.0,,,699468,198450,0,198450,2017,7,7,U,Y,I,17.0,198450.0,Residential,85,RE-2 SCHOOL DIST,32321,32321,527427,559748,2.820599647266314,RESIDENTIAL
R0021657,1112.0,,,740376,313050,0,313050,2021,6,28,U,Y,I,983.0,313050.0,Residential,60,RE-2 SCHOOL DIST,107527,107527,404088,511615,1.634291646701805,RESIDENTIAL
R0016811,1112.0,,,740552,416000,0,416000,2021,7,12,Q,Y,I,,482560.0,Residential,37,RE-2 SCHOOL DIST,46418,46418,412188,458606,0.950360576923077,RESIDENTIAL
R0011658,1112.0,,,740656,806000,0,806000,2021,7,7,Q,Y,I,,934960.0,Residential,29,RE-2 SCHOOL DIST,102576,102576,738195,840771,0.8992587918199709,RESIDENTIAL
R0013329,1112.0,,,740784,350000,0,350000,2021,7,19,Q,Y,I,,406000.0,Residential,37,RE-2 SCHOOL DIST,91870,91870,332491,424361,1.0452241379310345,RESIDENTIAL
R0055754,1112.0,,,740836,1300000,0,1300000,2021,7,22,U,Y,I,64.0,1300000.0,Residential,37,RE-2 SCHOOL DIST,167686,167686,0,167686,0.12898923076923077,RESIDENTIAL
R0055755,1112.0,,,740836,1300000,0,1300000,2021,7,22,U,Y,I,64.0,1300000.0,Residential,37,RE-2 SCHOOL DIST,211938,211938,944343,1156281,0.8894469230769231,RESIDENTIAL
R0010564,1112.0,,,740845,501000,0,501000,2021,7,22,Q,Y,I,,576150.0,Residential,25,RE-2 SCHOOL DIST,88290,88290,437010,525300,0.9117417339234575,RESIDENTIAL
R0056863,1112.0,,,724021,299900,0,299900,2020,3,13,U,Y,I,17.0,302899.0,Residential,14,RE-1 SCHOOL DIST,30350,30350,365278,395628,1.3061383497469454,RESIDENTIAL
R0023033,1112.0,,,724086,225000,0,225000,2020,3,18,Q,Y,I,,328500.0,Residential,60,RE-2 SCHOOL DIST,48374,48374,276026,324400,0.9875190258751902,RESIDENTIAL
R0009026,1112.0,,,724257,295000,0,295000,2020,3,20,Q,Y,I,,439550.0,Residential,13,RE-1 SCHOOL DIST,23076,23076,384384,407460,0.9269935160960073,RESIDENTIAL
R0013154,1112.0,,,724499,410000,0,410000,2020,4,3,Q,Y,I,,606800.0,Residential,37,RE-2 SCHOOL DIST,95514,95514,508984,604498,0.9962063282794991,RESIDENTIAL
R0055955,1112.0,,,724730,348000,0,348000,2020,4,13,Q,Y,I,681.0,515040.0,Residential,30,RE-2 SCHOOL DIST,29319,29319,560427,589746,1.1450489282385834,RESIDENTIAL
R0047055,1112.0,,,739379,675000,0,675000,2021,6,9,Q,Y,I,,789750.0,Residential,60,RE-2 SCHOOL DIST,158920,158920,537586,696506,0.8819322570433682,RESIDENTIAL
R0056424,1112.0,,,739411,493000,0,493000,2021,6,11,Q,Y,I,,576810.0,Residential,62,RE-2 SCHOOL DIST,153148,153148,443984,597132,1.0352317054142612,RESIDENTIAL
R0019632,1112.0,,,730815,145000,0,145000,2020,10,2,Q,Y,I,,191400.0,Residential,40,RE-1 SCHOOL DIST,17912,17912,200062,217974,1.1388401253918494,RESIDENTIAL
R0004866,1112.0,,,730925,315000,0,315000,2020,10,16,Q,Y,I,74.0,428400.0,Residential,14,RE-1 SCHOOL DIST,21880,21880,453975,475855,1.1107726423902895,RESIDENTIAL
R0016707,1112.0,,,730933,180000,0,180000,2020,10,19,Q,Y,I,681.0,244800.0,Residential,37,RE-2 SCHOOL DIST,24235,24235,200086,224321,0.916343954248366,RESIDENTIAL
R0019415,1112.0,,,731064,250000,0,250000,2020,10,21,Q,Y,I,,330000.0,Residential,40,RE-1 SCHOOL DIST,29287,29287,281532,310819,0.9418757575757576,RESIDENTIAL
R0022113,1112.0,,,737518,355000,0,355000,2021,4,23,Q,Y,I,,426000.0,Residential,60,RE-2 SCHOOL DIST,68262,68262,319740,388002,0.9108028169014084,RESIDENTIAL
R0019136,1112.0,,,737614,515000,0,515000,2021,4,26,Q,Y,I,57.0,618000.0,Residential,39,RE-2 SCHOOL DIST,83455,83455,523301,606756,0.9818058252427184,RESIDENTIAL
R0010910,1112.0,,,737861,700000,0,700000,2021,4,27,Q,Y,I,57.0,840000.0,Residential,29,RE-2 SCHOOL DIST,154570,154570,783843,938413,1.1171583333333333,RESIDENTIAL
R0006868,1112.0,,,732140,193500,0,193500,2020,11,17,Q,Y,I,681.0,257355.0,Residential,13,RE-1 SCHOOL DIST,48167,48167,177868,226035,0.8783004021682113,RESIDENTIAL
R0022484,1112.0,,,732190,370000,0,370000,2020,11,17,Q,Y,I,,488400.0,Residential,60,RE-2 SCHOOL DIST,67414,67414,430356,497770,1.0191850941850942,RESIDENTIAL
R0007992,1112.0,,,732426,347000,0,347000,2020,11,30,Q,Y,I,,461510.0,Residential,13,RE-1 SCHOOL DIST,37311,37311,422458,459769,0.9962276007020433,RESIDENTIAL
R0019471,1112.0,,,732643,295000,0,295000,2020,12,7,Q,Y,I,,389400.0,Residential,40,RE-1 SCHOOL DIST,12999,12999,313507,326506,0.8384848484848485,RESIDENTIAL
R0055516,1112.0,,,733178,115000,0,115000,2020,12,17,U,Y,I,681.0,115000.0,Residential,40,RE-1 SCHOOL DIST,21254,21254,223027,244281,2.1241826086956523,RESIDENTIAL
R0057051,1112.0,,,739957,345000,0,345000,2021,6,25,Q,Y,I,989.0,403650.0,Residential,29,RE-2 SCHOOL DIST,10359,10359,387153,397512,0.98479375696767,RESIDENTIAL
R0048676,1112.0,,,740119,485000,0,485000,2021,6,29,Q,Y,I,,567450.0,Residential,62,RE-2 SCHOOL DIST,92633,92633,525843,618476,1.089921578993744,RESIDENTIAL
R0021554,1112.0,,,725386,322500,0,322500,2020,5,13,Q,Y,I,681.0,464400.0,Residential,60,RE-2 SCHOOL DIST,93615,93615,362031,455646,0.9811498708010336,RESIDENTIAL
R0021555,1112.0,,,725724,355000,0,355000,2020,5,27,U,Y,I,17.0,355000.0,Residential,60,RE-2 SCHOOL DIST,80897,80897,448996,529893,1.492656338028169,RESIDENTIAL
R0005022,1112.0,,,725945,365000,0,365000,2020,5,29,Q,Y,I,,536550.0,Residential,14,RE-1 SCHOOL DIST,64831,64831,473134,537965,1.0026372192712703,RESIDENTIAL
R0008510,1112.0,,,726222,584999,0,584999,2020,4,24,Q,Y,I,,865798.52,Residential,13,RE-1 SCHOOL DIST,31591,31591,754628,786219,0.9080854053665973,RESIDENTIAL
R0010567,1112.0,,,726361,439000,0,439000,2020,6,17,Q,Y,I,,627770.0,Residential,35,RE-2 SCHOOL DIST,90124,90124,508611,598735,0.9537489845006929,RESIDENTIAL
R0015611,1112.0,,,736511,290000,0,290000,2021,3,24,U,Y,I,17.0,290000.0,Residential,30,RE-2 SCHOOL DIST,30752,30752,422789,453541,1.5639344827586208,RESIDENTIAL
R0020904,1112.0,,,736703,75000,0,75000,2021,3,30,U,Y,I,75.0,75000.0,Residential,50,RE-1 SCHOOL DIST,3391,3391,200175,203566,2.7142133333333334,RESIDENTIAL
R0013420,1112.0,,,736888,925000,0,925000,2021,3,30,Q,Y,I,681.0,1137750.0,Residential,37,RE-2 SCHOOL DIST,353912,353912,1179468,1533380,1.347730169193584,RESIDENTIAL
R0019881,1112.0,,,737187,240000,0,240000,2021,4,13,Q,Y,I,681.0,316800.0,Residential,40,RE-1 SCHOOL DIST,47620,47620,246940,294560,0.9297979797979798,RESIDENTIAL
R0015611,1112.0,,,706114,265000,0,265000,2018,4,13,U,Y,I,17.0,299450.0,Residential,30,RE-2 SCHOOL DIST,30752,30752,422789,453541,1.5145800634496578,RESIDENTIAL
R0054432,1112.0,,,706462,206000,0,206000,2018,4,30,Q,Y,I,,216300.0,Residential,37,RE-2 SCHOOL DIST,129540,129540,208948,338488,1.5649006010171058,RESIDENTIAL
R0012046,1112.0,,,742123,130000,0,130000,2021,8,25,U,Y,I,987.0,130000.0,Residential,37,RE-2 SCHOOL DIST,106123,106123,203216,309339,2.3795307692307692,RESIDENTIAL
R0020722,1112.0,,,742217,60000,0,60000,2021,8,18,U,Y,I,103.0,60000.0,Residential,50,RE-1 SCHOOL DIST,3455,3455,214807,218262,3.6377,RESIDENTIAL
R0015934,1112.0,,,742697,820000,0,820000,2021,9,8,Q,Y,I,681.0,926600.0,Residential,85,RE-2 SCHOOL DIST,63914,63914,756421,820335,0.8853172890135981,RESIDENTIAL
R0023065,1112.0,,,735475,264000,0,264000,2021,2,26,Q,Y,I,,330000.0,Residential,60,RE-2 SCHOOL DIST,48472,48472,233855,282327,0.8555363636363637,RESIDENTIAL
R0011642,1112.0,,,735905,694000,0,694000,2021,3,10,Q,Y,I,,853620.0,Residential,29,RE-2 SCHOOL DIST,111786,111786,705498,817284,0.9574330498348211,RESIDENTIAL
R0021084,1112.0,,,736131,250000,0,250000,2021,3,17,Q,Y,I,,317500.0,Residential,50,RE-1 SCHOOL DIST,4305,4305,268481,272786,0.8591685039370078,RESIDENTIAL
R0022968,1112.0,,,736223,425000,0,425000,2021,3,19,Q,Y,I,,518500.0,Residential,60,RE-2 SCHOOL DIST,85300,85300,459255,544555,1.0502507232401157,RESIDENTIAL
R0018214,1112.0,,,721834,345000,0,345000,2019,12,16,U,Y,I,73.0,505045.5,Residential,39,RE-2 SCHOOL DIST,164524,164524,408776,573300,1.1351452492894205,RESIDENTIAL
R0020496,100.0,,,746454,69000,0,69000,2021,12,28,U,Y,I,988.0,69000.0,Vacant Land,40,RE-1 SCHOOL DIST,21576,21576,1760,23336,0.33820289855072466,VACANT LAND
R0011378,100.0,,,746871,601000,0,601000,2022,1,13,U,Y,I,64.0,601000.0,Vacant Land,29,RE-2 SCHOOL DIST,8833,8833,0,8833,0.014697171381031614,VACANT LAND
R0011388,100.0,,,746871,601000,0,601000,2022,1,13,U,Y,I,64.0,601000.0,Vacant Land,29,RE-2 SCHOOL DIST,12561,12561,0,12561,0.02090016638935108,VACANT LAND
R0011302,100.0,,,712622,800,0,800,2018,9,28,U,Y,V,985.0,800.0,Vacant Land,29,RE-2 SCHOOL DIST,12561,12561,0,12561,15.70125,VACANT LAND
R0006531,100.0,,,712715,3000,0,3000,2018,12,19,U,Y,V,985.0,3000.0,Vacant Land,13,RE-1 SCHOOL DIST,26822,26822,0,26822,8.940666666666667,VACANT LAND
R0008406,100.0,,,713017,2000,0,2000,2019,1,11,U,Y,V,985.0,2000.0,Vacant Land,13,RE-1 SCHOOL DIST,13558,13558,0,13558,6.779,VACANT LAND
R0006950,100.0,,,713034,8500,0,8500,2019,1,14,U,Y,V,57.0,8500.0,Vacant Land,13,RE-1 SCHOOL DIST,46013,46013,0,46013,5.413294117647059,VACANT LAND
R0004540,100.0,,,716042,7000,0,7000,2019,5,13,Q,Y,V,,15540.0,Vacant Land,10,RE-1 SCHOOL DIST,13437,13437,0,13437,0.8646718146718146,VACANT LAND
R0055259,100.0,,,716856,233000,0,233000,2019,6,17,Q,Y,V,,419400.0,Vacant Land,30,RE-2 SCHOOL DIST,422265,422265,0,422265,1.0068311874105866,VACANT LAND
R0009229,100.0,,,750527,5377,0,5377,2022,5,5,U,Y,V,985.0,5377.0,Vacant Land,13,RE-1 SCHOOL DIST,15973,15973,0,15973,2.9706155848986424,VACANT LAND
R0007014,100.0,,,729386,35000,0,35000,2020,9,4,Q,Y,V,18.0,54600.0,Vacant Land,13,RE-1 SCHOOL DIST,42768,42768,0,42768,0.7832967032967033,VACANT LAND
R0011144,100.0,,,729405,12000,0,12000,2020,9,9,U,Y,V,17.0,12000.0,Vacant Land,29,RE-2 SCHOOL DIST,9642,9642,0,9642,0.8035,VACANT LAND
R0011212,100.0,,,729405,12000,0,12000,2020,9,9,U,Y,V,17.0,12000.0,Vacant Land,29,RE-2 SCHOOL DIST,16119,16119,0,16119,1.34325,VACANT LAND
R0009067,100.0,,,729773,6000,0,6000,2020,9,14,U,Y,V,918.0,6000.0,Vacant Land,13,RE-1 SCHOOL DIST,17464,17464,0,17464,2.9106666666666667,VACANT LAND
R0055526,100.0,,,720732,39000,0,39000,2019,11,4,Q,Y,V,,68640.0,Vacant Land,37,RE-2 SCHOOL DIST,80940,80940,0,80940,1.1791958041958042,VACANT LAND
R0005375,100.0,,,721048,12500,0,12500,2019,11,14,Q,Y,V,,31375.0,Vacant Land,14,RE-1 SCHOOL DIST,29645,29645,0,29645,0.9448605577689243,VACANT LAND
R0046980,100.0,,,721152,92000,0,92000,2019,11,18,U,Y,V,103.0,85560.0,Vacant Land,60,RE-2 SCHOOL DIST,177838,177838,609271,787109,9.199497428705003,VACANT LAND
R0011851,100.0,,,721488,52000,0,52000,2019,11,29,Q,Y,V,975.0,91520.0,Vacant Land,37,RE-2 SCHOOL DIST,90418,90418,0,90418,0.9879589160839161,VACANT LAND
R0012844,100.0,,,751211,10,0,10,2022,2,21,U,N,V,1.0,10.0,Vacant Land,37,RE-2 SCHOOL DIST,48053,48053,0,48053,4805.3,VACANT LAND
R0009199,100.0,,,751530,8000,0,8000,2022,6,15,U,Y,V,985.0,8000.0,Vacant Land,13,RE-1 SCHOOL DIST,24463,24463,0,24463,3.057875,VACANT LAND
R0056685,100.0,,,710592,12000,0,12000,2018,9,27,U,Y,V,987.0,12000.0,Vacant Land,14,RE-1 SCHOOL DIST,20315,20315,0,20315,1.6929166666666666,VACANT LAND
R0056693,100.0,,,710600,12000,0,12000,2018,9,27,Q,Y,V,987.0,30120.0,Vacant Land,14,RE-1 SCHOOL DIST,20572,20572,0,20572,0.6830013280212484,VACANT LAND
R0001520,100.0,,,710806,4300,0,4300,2018,10,5,U,Y,V,989.0,4300.0,Vacant Land,10,RE-1 SCHOOL DIST,7508,7508,0,7508,1.746046511627907,VACANT LAND
R0012057,100.0,,,752643,73160,0,73160,2022,6,17,Q,Y,V,,73160.0,Vacant Land,37,RE-2 SCHOOL DIST,88909,88909,0,88909,1.2152679059595408,VACANT LAND
R0016747,100.0,,,707285,17800,0,17800,2018,6,1,U,Y,V,73.0,17800.0,Vacant Land,37,RE-2 SCHOOL DIST,34011,34011,300709,334720,18.804494382022472,VACANT LAND
R0016688,100.0,,,707489,120000,0,120000,2018,6,11,U,Y,I,64.0,120000.0,Vacant Land,37,RE-2 SCHOOL DIST,31479,31479,0,31479,0.262325,VACANT LAND
R0024400,100.0,,,707496,30000,0,30000,2018,6,11,U,Y,V,64.0,30000.0,Vacant Land,80,RE-2 SCHOOL DIST,24715,24715,0,24715,0.8238333333333333,VACANT LAND
R0024401,100.0,,,707496,30000,0,30000,2018,6,11,U,Y,V,64.0,30000.0,Vacant Land,80,RE-2 SCHOOL DIST,43687,43687,0,43687,1.4562333333333333,VACANT LAND
R0009160,100.0,,,758265,12500,0,12500,2020,8,25,U,Y,V,989.0,12500.0,Vacant Land,13,RE-1 SCHOOL DIST,21717,21717,0,21717,1.73736,VACANT LAND
R0012813,100.0,,,714402,79900,0,79900,2019,3,19,U,Y,V,17.0,79900.0,Vacant Land,37,RE-2 SCHOOL DIST,57570,57570,0,57570,0.7205256570713392,VACANT LAND
R0009332,100.0,,,718715,100,0,100,2019,8,23,U,Y,V,1.0,100.0,Vacant Land,13,RE-1 SCHOOL DIST,15012,15012,0,15012,150.12,VACANT LAND
R0007410,100.0,,,703197,55000,0,55000,2017,12,15,U,Y,V,64.0,55000.0,Vacant Land,13,RE-1 SCHOOL DIST,30206,30206,0,30206,0.5492,VACANT LAND
R0010260,100.0,,,743055,15000,0,15000,2021,9,22,U,Y,V,69.0,15000.0,Vacant Land,22,RE-2 SCHOOL DIST,13519,13519,0,13519,0.9012666666666667,VACANT LAND
R0008538,100.0,,,743456,35000,0,35000,2021,9,28,Q,Y,V,,45850.0,Vacant Land,13,RE-1 SCHOOL DIST,45581,45581,0,45581,0.9941330425299891,VACANT LAND
R0004821,100.0,,,747453,25250,0,25250,2022,1,28,Q,Y,I,987.0,25250.0,Vacant Land,14,RE-1 SCHOOL DIST,19694,19694,335677,355371,14.07409900990099,VACANT LAND
R0015068,100.0,,,709754,23000,0,23000,2018,8,17,U,Y,V,985.0,23000.0,Vacant Land,30,RE-2 SCHOOL DIST,42972,42972,0,42972,1.8683478260869566,VACANT LAND
R0008826,100.0,,,709856,7500,0,7500,2018,8,10,Q,Y,V,103.0,16650.0,Vacant Land,13,RE-1 SCHOOL DIST,19836,19836,0,19836,1.1913513513513514,VACANT LAND
R0015134,100.0,,,745211,30000,0,30000,2021,11,19,U,Y,V,73.0,35100.0,Vacant Land,30,RE-2 SCHOOL DIST,34996,34996,431436,466432,13.288660968660968,VACANT LAND
R0024597,100.0,,,745444,18500,0,18500,2021,11,11,Q,Y,V,,21645.0,Vacant Land,80,RE-2 SCHOOL DIST,20934,20934,0,20934,0.9671517671517672,VACANT LAND
R0019648,100.0,,,745752,35000,0,35000,2021,12,2,U,Y,V,64.0,35000.0,Vacant Land,40,RE-1 SCHOOL DIST,30200,30200,0,30200,0.8628571428571429,VACANT LAND
R0057332,100.0,,,745752,35000,0,35000,2021,12,2,U,Y,V,64.0,35000.0,Vacant Land,40,RE-1 SCHOOL DIST,29287,29287,0,29287,0.8367714285714286,VACANT LAND
R0009168,100.0,,,708296,6000,0,6000,2018,7,3,U,Y,V,985.0,6000.0,Vacant Land,13,RE-1 SCHOOL DIST,17503,17503,0,17503,2.9171666666666667,VACANT LAND
R0009460,100.0,,,748363,20999,0,20999,2022,2,22,U,Y,V,989.0,20999.0,Vacant Land,13,RE-1 SCHOOL DIST,14912,14912,0,14912,0.710129053764465,VACANT LAND
R0009461,100.0,,,748363,20999,0,20999,2022,2,22,U,Y,V,989.0,20999.0,Vacant Land,13,RE-1 SCHOOL DIST,15113,15113,0,15113,0.7197009381399114,VACANT LAND
R0010249,100.0,,,748713,12500,0,12500,2022,3,17,U,Y,V,983.0,12500.0,Vacant Land,22,RE-2 SCHOOL DIST,15405,15405,0,15405,1.2324,VACANT LAND
R0013400,1112.0,,,699088,145000,0,145000,2017,7,8,Q,Y,I,60.0,163850.0,Residential,37,RE-2 SCHOOL DIST,76700,76700,182286,258986,1.5806286237412268,RESIDENTIAL
R0013211,1112.0,,,699222,99000,0,99000,2017,7,14,U,Y,I,64.0,99000.0,Residential,37,RE-2 SCHOOL DIST,53163,53163,1347,54510,0.5506060606060607,RESIDENTIAL
R0024292,1112.0,,,699472,45000,0,45000,2017,7,25,U,Y,I,103.0,45000.0,Residential,80,RE-2 SCHOOL DIST,20704,20704,228731,249435,5.543,RESIDENTIAL
R0039830,1112.0,,,740546,675000,0,675000,2021,7,12,U,Y,I,17.0,675000.0,Residential,62,RE-2 SCHOOL DIST,153185,153185,824313,977498,1.4481451851851852,RESIDENTIAL
R0010893,1112.0,,,740602,815000,0,815000,2021,7,7,Q,Y,I,681.0,937250.0,Residential,29,RE-2 SCHOOL DIST,189564,189564,873657,1063221,1.1344049079754601,RESIDENTIAL
R0008026,1112.0,,,724356,210500,0,210500,2020,3,26,Q,Y,I,681.0,313645.0,Residential,13,RE-1 SCHOOL DIST,36941,36941,372868,409809,1.3066014124248753,RESIDENTIAL
R0019986,1112.0,,,739450,116000,0,116000,2021,6,11,U,Y,I,75.0,116000.0,Residential,40,RE-1 SCHOOL DIST,12999,12999,225084,238083,2.052439655172414,RESIDENTIAL
R0004686,1112.0,,,730542,255000,0,255000,2020,10,9,U,Y,I,64.0,255000.0,Residential,14,RE-1 SCHOOL DIST,18878,18878,379983,398861,1.5641607843137255,RESIDENTIAL
R0010523,1112.0,,,730777,365000,0,365000,2020,10,14,Q,Y,I,,492750.0,Residential,25,RE-2 SCHOOL DIST,100827,100827,362233,463060,0.9397463216641299,RESIDENTIAL
R0000349,1112.0,,,730810,175000,0,175000,2020,10,16,Q,Y,I,,231000.0,Residential,40,RE-1 SCHOOL DIST,21254,21254,236611,257865,1.1162987012987013,RESIDENTIAL
R0022553,1112.0,,,731166,57000,0,57000,2020,10,9,Q,Y,V,975.0,57000.0,Residential,60,RE-2 SCHOOL DIST,48498,48498,0,48498,0.8508421052631578,RESIDENTIAL
R0057154,1112.0,,,731213,375000,0,375000,2020,10,23,U,Y,I,970.0,375000.0,Residential,30,RE-2 SCHOOL DIST,247819,247819,313878,561697,1.4978586666666667,RESIDENTIAL
R0022884,1112.0,,,731638,225000,0,225000,2020,11,5,Q,Y,I,74.0,297000.0,Residential,60,RE-2 SCHOOL DIST,66222,66222,323751,389973,1.313040404040404,RESIDENTIAL
R0021364,1112.0,,,737975,260000,0,260000,2021,5,6,U,Y,I,64.0,260000.0,Residential,50,RE-1 SCHOOL DIST,6411,6411,0,6411,0.024657692307692308,RESIDENTIAL
R0021365,1112.0,,,737975,260000,0,260000,2021,5,6,U,Y,I,64.0,260000.0,Residential,50,RE-1 SCHOOL DIST,29301,29301,292755,322056,1.238676923076923,RESIDENTIAL
R0015884,1112.0,,,737987,370000,0,370000,2021,5,7,U,Y,I,17.0,370000.0,Residential,85,RE-2 SCHOOL DIST,31333,31333,473953,505286,1.3656378378378378,RESIDENTIAL
R0010901,1112.0,,,738083,875000,0,875000,2021,4,22,Q,Y,I,,1050000.0,Residential,29,RE-2 SCHOOL DIST,332095,332095,831013,1163108,1.1077219047619047,RESIDENTIAL
R0022816,1112.0,,,739502,440000,0,440000,2021,6,1,Q,Y,I,18.0,514800.0,Residential,60,RE-2 SCHOOL DIST,90484,90484,411238,501722,0.9745959595959596,RESIDENTIAL
